sales,profit,region,state,category,type,caffeination
145,23,West,WA,Espresso,Caffe Mocha,Regular
176,51,West,WA,Espresso,Decaf Espresso,Decaf
382,154,Central,CO,Herbal Tea,Chamomile,Decaf
168,0,Central,CO,Herbal Tea,Lemon,Decaf
157,51,Central,CO,Herbal Tea,Mint,Decaf
145,26,Central,CO,Tea,Darjeeling,Regular
157,56,Central,CO,Tea,Earl Grey,Regular
112,47,Central,CO,Tea,Green Tea,Regular
150,84,Central,CO,Espresso,Caffe Mocha,Regular
201,83,Central,CO,Espresso,Decaf Espresso,Decaf
245,146,Central,CO,Coffee,Amaretto,Regular
213,106,Central,CO,Coffee,Columbian,Regular
262,157,Central,CO,Coffee,Decaf Irish Cream,Decaf
245,148,Central,IL,Herbal Tea,Chamomile,Decaf
213,106,Central,IL,Herbal Tea,Lemon,Decaf
262,157,Central,IL,Herbal Tea,Mint,Decaf
150,83,Central,IL,Tea,Darjeeling,Regular
201,84,Central,IL,Tea,Earl Grey,Regular
611,316,Central,IL,Espresso,Caffe Mocha,Regular
510,218,Central,IL,Espresso,Decaf Espresso,Decaf
386,173,Central,IL,Coffee,Columbian,Regular
262,136,Central,IL,Coffee,Decaf Irish Cream,Decaf
611,315,Central,IA,Herbal Tea,Chamomile,Decaf
262,134,Central,IA,Herbal Tea,Lemon,Decaf
510,220,Central,IA,Tea,Darjeeling,Regular
611,273,Central,IA,Tea,Earl Grey,Regular
48,17,Central,IA,Espresso,Caffe Mocha,Regular
48,16,Central,IA,Espresso,Decaf Espresso,Decaf
50,17,Central,IA,Coffee,Amaretto,Regular
69,8,Central,IA,Coffee,Columbian,Regular
60,19,Central,IA,Coffee,Decaf Irish Cream,Decaf
101,17,Central,MO,Herbal Tea,Chamomile,Decaf
111,61,Central,MO,Herbal Tea,Lemon,Decaf
92,14,Central,MO,Tea,Darjeeling,Regular
73,14,Central,MO,Tea,Earl Grey,Regular
85,6,Central,MO,Tea,Green Tea,Regular
138,75,Central,MO,Espresso,Caffe Mocha,Regular
128,70,Central,MO,Espresso,Decaf Espresso,Decaf
213,61,Central,MO,Coffee,Columbian,Regular
190,73,Central,MO,Coffee,Decaf Irish Cream,Decaf
90,45,Central,OH,Herbal Tea,Chamomile,Decaf
90,45,Central,OH,Herbal Tea,Lemon,Decaf
235,106,Central,OH,Tea,Darjeeling,Regular
224,104,Central,OH,Tea,Earl Grey,Regular
382,154,Central,OH,Espresso,Caffe Mocha,Regular
145,25,Central,OH,Espresso,Decaf Espresso,Decaf
157,53,Central,OH,Coffee,Amaretto,Regular
157,65,Central,OH,Coffee,Columbian,Regular
168,0,Central,OH,Coffee,Decaf Irish Cream,Decaf
201,109,Central,WI,Herbal Tea,Chamomile,Decaf
91,44,Central,WI,Herbal Tea,Lemon,Decaf
168,73,Central,WI,Tea,Darjeeling,Regular
201,11,Central,WI,Tea,Earl Grey,Regular
168,59,Central,WI,Espresso,Caffe Mocha,Regular
123,53,Central,WI,Espresso,Decaf Espresso,Decaf
134,20,Central,WI,Coffee,Amaretto,Regular
213,14,Central,WI,Coffee,Columbian,Regular
201,79,Central,WI,Coffee,Decaf Irish Cream,Decaf
213,62,East,CT,Herbal Tea,Lemon,Decaf
190,73,East,CT,Herbal Tea,Mint,Decaf
138,73,East,CT,Tea,Darjeeling,Regular
105,55,East,CT,Tea,Green Tea,Regular
201,11,East,CT,Espresso,Caffe Mocha,Regular
145,47,East,CT,Espresso,Decaf Espresso,Decaf
347,179,East,CT,Coffee,Columbian,Regular
123,53,East,FL,Herbal Tea,Chamomile,Decaf
134,20,East,FL,Herbal Tea,Lemon,Decaf
168,61,East,FL,Herbal Tea,Mint,Decaf
90,44,East,FL,Tea,Darjeeling,Regular
91,44,East,FL,Tea,Green Tea,Regular
213,14,East,FL,Espresso,Caffe Mocha,Regular
201,78,East,FL,Espresso,Decaf Espresso,Decaf
235,106,East,FL,Coffee,Columbian,Regular
224,104,East,FL,Coffee,Decaf Irish Cream,Decaf
145,26,East,MA,Herbal Tea,Lemon,Decaf
90,45,East,MA,Tea,Darjeeling,Regular
90,45,East,MA,Tea,Green Tea,Regular
141,36,East,MA,Espresso,Caffe Mocha,Regular
382,156,East,MA,Espresso,Regular Espresso,Regular
553,572,East,MA,Coffee,Columbian,Regular
85,6,East,NH,Herbal Tea,Lemon,Decaf
50,16,East,NH,Tea,Darjeeling,Regular
48,17,East,NH,Tea,Green Tea,Regular
101,16,East,NH,Espresso,Caffe Mocha,Regular
73,12,East,NH,Espresso,Regular Espresso,Regular
104,31,East,NH,Coffee,Amaretto,Regular
134,39,East,NH,Coffee,Columbian,Regular
540,173,East,NY,Herbal Tea,Lemon,Decaf
201,176,East,NY,Herbal Tea,Mint,Decaf
262,157,East,NY,Tea,Darjeeling,Regular
245,146,East,NY,Tea,Earl Grey,Regular
150,84,East,NY,Tea,Green Tea,Regular
68,268,East,NY,Espresso,Caffe Mocha,Regular
548,273,East,NY,Espresso,Regular Espresso,Regular
759,408,East,NY,Coffee,Columbian,Regular
125,55,South,LA,Herbal Tea,Chamomile,Decaf
213,62,South,LA,Herbal Tea,Lemon,Decaf
95,47,South,LA,Coffee,Columbian,Regular
91,44,South,LA,Coffee,Decaf Irish Cream,Decaf
201,12,South,LA,Espresso,Caffe Latte,Regular
201,109,South,LA,Espresso,Caffe Mocha,Regular
168,75,South,LA,Espresso,Decaf Espresso,Decaf
50,17,South,NM,Herbal Tea,Chamomile,Decaf
69,6,South,NM,Herbal Tea,Lemon,Decaf
134,41,South,NM,Coffee,Columbian,Regular
111,61,South,NM,Coffee,Decaf Irish Cream,Decaf
73,12,South,NM,Espresso,Caffe Latte,Regular
101,16,South,NM,Espresso,Caffe Mocha,Regular
92,14,South,NM,Espresso,Decaf Espresso,Decaf
134,20,South,OK,Herbal Tea,Chamomile,Decaf
213,16,South,OK,Herbal Tea,Lemon,Decaf
112,45,South,OK,Coffee,Columbian,Regular
90,44,South,OK,Coffee,Decaf Irish Cream,Decaf
224,103,South,OK,Espresso,Caffe Latte,Regular
90,44,South,OK,Espresso,Caffe Mocha,Regular
235,104,South,OK,Espresso,Decaf Espresso,Decaf
157,51,South,TX,Herbal Tea,Chamomile,Decaf
157,65,South,TX,Herbal Tea,Lemon,Decaf
506,248,South,TX,Coffee,Columbian,Regular
213,106,South,TX,Coffee,Decaf Irish Cream,Decaf
201,83,South,TX,Espresso,Caffe Latte,Regular
245,148,South,TX,Espresso,Caffe Mocha,Regular
150,84,South,TX,Espresso,Decaf Espresso,Decaf
104,33,West,UT,Herbal Tea,Chamomile,Decaf
134,39,West,UT,Herbal Tea,Lemon,Decaf
111,62,West,UT,Herbal Tea,Mint,Decaf
101,16,West,UT,Tea,Darjeeling,Regular
92,14,West,UT,Tea,Earl Grey,Regular
73,14,West,UT,Tea,Green Tea,Regular
138,73,West,UT,Espresso,Decaf Espresso,Decaf
190,73,West,UT,Coffee,Amaretto,Regular
145,47,West,UT,Coffee,Columbian,Regular
213,61,West,UT,Coffee,Decaf Irish Cream,Decaf
128,69,West,UT,Espresso,Caffe Latte,Regular
125,53,West,UT,Espresso,Caffe Mocha,Regular
262,159,West,CA,Herbal Tea,Chamomile,Decaf
506,249,West,CA,Herbal Tea,Lemon,Decaf
213,104,West,CA,Herbal Tea,Mint,Decaf
245,146,West,CA,Tea,Darjeeling,Regular
150,84,West,CA,Tea,Earl Grey,Regular
201,84,West,CA,Tea,Green Tea,Regular
611,316,West,CA,Espresso,Decaf Espresso,Decaf
162,3,West,CA,Coffee,Amaretto,Regular
759,408,West,CA,Coffee,Columbian,Regular
132,182,West,CA,Coffee,Decaf Irish Cream,Decaf
510,218,West,CA,Espresso,Caffe Latte,Regular
280,26,West,CA,Espresso,Caffe Mocha,Regular
280,25,West,NV,Herbal Tea,Chamomile,Decaf
386,173,West,NV,Herbal Tea,Lemon,Decaf
262,134,West,NV,Herbal Tea,Mint,Decaf
611,316,West,NV,Tea,Darjeeling,Regular
510,220,West,NV,Tea,Earl Grey,Regular
19,552,West,NV,Tea,Green Tea,Regular
48,17,West,NV,Espresso,Decaf Espresso,Decaf
85,5,West,NV,Coffee,Columbian,Regular
69,6,West,NV,Coffee,Decaf Irish Cream,Decaf
48,17,West,NV,Espresso,Caffe Latte,Regular
50,16,West,NV,Espresso,Caffe Mocha,Regular
101,51,West,OR,Herbal Tea,Chamomile,Decaf
112,45,West,OR,Herbal Tea,Lemon,Decaf
90,44,West,OR,Tea,Darjeeling,Regular
235,106,West,OR,Tea,Earl Grey,Regular
224,104,West,OR,Tea,Green Tea,Regular
382,154,West,OR,Espresso,Decaf Espresso,Decaf
168,2,West,OR,Coffee,Amaretto,Regular
179,44,West,OR,Coffee,Columbian,Regular
157,65,West,OR,Coffee,Decaf Irish Cream,Decaf
145,25,West,OR,Espresso,Caffe Latte,Regular
157,51,West,OR,Espresso,Caffe Mocha,Regular
347,179,West,WA,Herbal Tea,Chamomile,Decaf
95,47,West,WA,Herbal Tea,Lemon,Decaf
201,109,West,WA,Tea,Darjeeling,Regular
168,75,West,WA,Tea,Earl Grey,Regular
201,12,West,WA,Tea,Green Tea,Regular
123,55,West,WA,Espresso,Caffe Latte,Regular
134,20,West,WA,Espresso,Caffe Mocha,Regular
168,61,West,WA,Espresso,Decaf Espresso,Decaf
145,59,West,WA,Coffee,Columbian,Regular
213,14,West,WA,Coffee,Decaf Irish Cream,Decaf
362,147,Central,CO,Herbal Tea,Chamomile,Decaf
137,4,Central,CO,Herbal Tea,Lemon,Decaf
149,49,Central,CO,Herbal Tea,Mint,Decaf
141,27,Central,CO,Tea,Darjeeling,Regular
145,50,Central,CO,Tea,Earl Grey,Regular
107,45,Central,CO,Tea,Green Tea,Regular
201,119,Central,CO,Espresso,Caffe Mocha,Regular
201,88,Central,CO,Espresso,Decaf Espresso,Decaf
259,156,Central,CO,Coffee,Amaretto,Regular
202,101,Central,CO,Coffee,Columbian,Regular
247,147,Central,CO,Coffee,Decaf Irish Cream,Decaf
259,156,Central,IL,Herbal Tea,Chamomile,Decaf
202,101,Central,IL,Herbal Tea,Lemon,Decaf
247,147,Central,IL,Herbal Tea,Mint,Decaf
201,117,Central,IL,Tea,Darjeeling,Regular
201,88,Central,IL,Tea,Earl Grey,Regular
581,298,Central,IL,Espresso,Caffe Mocha,Regular
487,211,Central,IL,Espresso,Decaf Espresso,Decaf
377,171,Central,IL,Coffee,Columbian,Regular
271,141,Central,IL,Coffee,Decaf Irish Cream,Decaf
581,298,Central,IA,Herbal Tea,Chamomile,Decaf
271,141,Central,IA,Herbal Tea,Lemon,Decaf
487,209,Central,IA,Tea,Darjeeling,Regular
569,251,Central,IA,Tea,Earl Grey,Regular
50,16,Central,IA,Espresso,Caffe Mocha,Regular
46,47,Central,IA,Espresso,Decaf Espresso,Decaf
48,15,Central,IA,Coffee,Amaretto,Regular
67,9,Central,IA,Coffee,Columbian,Regular
58,18,Central,IA,Coffee,Decaf Irish Cream,Decaf
111,12,Central,MO,Herbal Tea,Chamomile,Decaf
109,47,Central,MO,Herbal Tea,Lemon,Decaf
87,13,Central,MO,Tea,Darjeeling,Regular
72,10,Central,MO,Tea,Earl Grey,Regular
79,6,Central,MO,Tea,Green Tea,Regular
131,71,Central,MO,Espresso,Caffe Mocha,Regular
110,56,Central,MO,Espresso,Decaf Espresso,Decaf
206,62,Central,MO,Coffee,Columbian,Regular
176,68,Central,MO,Coffee,Decaf Irish Cream,Decaf
60,25,Central,OH,Herbal Tea,Chamomile,Decaf
85,42,Central,OH,Herbal Tea,Lemon,Decaf
213,92,Central,OH,Tea,Darjeeling,Regular
220,105,Central,OH,Tea,Earl Grey,Regular
362,145,Central,OH,Espresso,Caffe Mocha,Regular
141,27,Central,OH,Espresso,Decaf Espresso,Decaf
149,49,Central,OH,Coffee,Amaretto,Regular
136,56,Central,OH,Coffee,Columbian,Regular
137,4,Central,OH,Coffee,Decaf Irish Cream,Decaf
185,98,Central,WI,Herbal Tea,Chamomile,Decaf
123,64,Central,WI,Herbal Tea,Lemon,Decaf
146,61,Central,WI,Tea,Darjeeling,Regular
165,4,Central,WI,Tea,Earl Grey,Regular
164,62,Central,WI,Espresso,Caffe Mocha,Regular
117,52,Central,WI,Espresso,Decaf Espresso,Decaf
126,18,Central,WI,Coffee,Amaretto,Regular
234,22,Central,WI,Coffee,Columbian,Regular
192,74,Central,WI,Coffee,Decaf Irish Cream,Decaf
206,61,East,CT,Herbal Tea,Lemon,Decaf
176,68,East,CT,Herbal Tea,Mint,Decaf
131,71,East,CT,Tea,Darjeeling,Regular
70,31,East,CT,Tea,Green Tea,Regular
165,4,East,CT,Espresso,Caffe Mocha,Regular
139,43,East,CT,Espresso,Decaf Espresso,Decaf
346,180,East,CT,Coffee,Columbian,Regular
117,50,East,FL,Herbal Tea,Chamomile,Decaf
126,18,East,FL,Herbal Tea,Lemon,Decaf
164,62,East,FL,Herbal Tea,Mint,Decaf
85,42,East,FL,Tea,Darjeeling,Regular
123,65,East,FL,Tea,Green Tea,Regular
234,24,East,FL,Espresso,Caffe Mocha,Regular
192,76,East,FL,Espresso,Decaf Espresso,Decaf
213,93,East,FL,Coffee,Columbian,Regular
220,105,East,FL,Coffee,Decaf Irish Cream,Decaf
141,27,East,MA,Herbal Tea,Lemon,Decaf
85,42,East,MA,Tea,Darjeeling,Regular
60,25,East,MA,Tea,Green Tea,Regular
136,6,East,MA,Espresso,Caffe Mocha,Regular
362,147,East,MA,Espresso,Regular Espresso,Regular
501,505,East,MA,Coffee,Columbian,Regular
79,6,East,NH,Herbal Tea,Lemon,Decaf
48,16,East,NH,Tea,Darjeeling,Regular
46,47,East,NH,Tea,Green Tea,Regular
111,10,East,NH,Espresso,Caffe Mocha,Regular
72,9,East,NH,Espresso,Regular Espresso,Regular
108,37,East,NH,Coffee,Amaretto,Regular
121,34,East,NH,Coffee,Columbian,Regular
528,194,East,NY,Herbal Tea,Lemon,Decaf
192,178,East,NY,Herbal Tea,Mint,Decaf
247,148,East,NY,Tea,Darjeeling,Regular
259,156,East,NY,Tea,Earl Grey,Regular
201,117,East,NY,Tea,Green Tea,Regular
65,301,East,NY,Espresso,Caffe Mocha,Regular
618,392,East,NY,Espresso,Regular Espresso,Regular
687,364,East,NY,Coffee,Columbian,Regular
119,52,South,LA,Herbal Tea,Chamomile,Decaf
206,62,South,LA,Herbal Tea,Lemon,Decaf
100,50,South,LA,Coffee,Columbian,Regular
123,65,South,LA,Coffee,Decaf Irish Cream,Decaf
165,3,South,LA,Espresso,Caffe Latte,Regular
185,96,South,LA,Espresso,Caffe Mocha,Regular
146,61,South,LA,Espresso,Decaf Espresso,Decaf
48,15,South,NM,Herbal Tea,Chamomile,Decaf
67,7,South,NM,Herbal Tea,Lemon,Decaf
121,36,South,NM,Coffee,Columbian,Regular
109,46,South,NM,Coffee,Decaf Irish Cream,Decaf
72,10,South,NM,Espresso,Caffe Latte,Regular
111,10,South,NM,Espresso,Caffe Mocha,Regular
87,12,South,NM,Espresso,Decaf Espresso,Decaf
126,16,South,OK,Herbal Tea,Chamomile,Decaf
234,22,South,OK,Herbal Tea,Lemon,Decaf
107,43,South,OK,Coffee,Columbian,Regular
85,43,South,OK,Coffee,Decaf Irish Cream,Decaf
220,104,South,OK,Espresso,Caffe Latte,Regular
60,25,South,OK,Espresso,Caffe Mocha,Regular
213,93,South,OK,Espresso,Decaf Espresso,Decaf
149,49,South,TX,Herbal Tea,Chamomile,Decaf
136,56,South,TX,Herbal Tea,Lemon,Decaf
496,243,South,TX,Coffee,Columbian,Regular
202,101,South,TX,Coffee,Decaf Irish Cream,Decaf
201,86,South,TX,Espresso,Caffe Latte,Regular
259,157,South,TX,Espresso,Caffe Mocha,Regular
201,119,South,TX,Espresso,Decaf Espresso,Decaf
108,36,West,UT,Herbal Tea,Chamomile,Decaf
121,36,West,UT,Herbal Tea,Lemon,Decaf
109,46,West,UT,Herbal Tea,Mint,Decaf
111,10,West,UT,Tea,Darjeeling,Regular
87,13,West,UT,Tea,Earl Grey,Regular
72,9,West,UT,Tea,Green Tea,Regular
131,71,West,UT,Espresso,Decaf Espresso,Decaf
176,68,West,UT,Coffee,Amaretto,Regular
139,45,West,UT,Coffee,Columbian,Regular
206,61,West,UT,Coffee,Decaf Irish Cream,Decaf
110,56,West,UT,Espresso,Caffe Latte,Regular
119,52,West,UT,Espresso,Caffe Mocha,Regular
247,148,West,CA,Herbal Tea,Chamomile,Decaf
496,243,West,CA,Herbal Tea,Lemon,Decaf
202,101,West,CA,Herbal Tea,Mint,Decaf
259,157,West,CA,Tea,Darjeeling,Regular
201,119,West,CA,Tea,Earl Grey,Regular
201,86,West,CA,Tea,Green Tea,Regular
581,300,West,CA,Espresso,Decaf Espresso,Decaf
141,40,West,CA,Coffee,Amaretto,Regular
687,364,West,CA,Coffee,Columbian,Regular
130,174,West,CA,Coffee,Decaf Irish Cream,Decaf
487,211,West,CA,Espresso,Caffe Latte,Regular
309,39,West,CA,Espresso,Caffe Mocha,Regular
309,39,West,NV,Herbal Tea,Chamomile,Decaf
377,171,West,NV,Herbal Tea,Lemon,Decaf
271,140,West,NV,Herbal Tea,Mint,Decaf
581,300,West,NV,Tea,Darjeeling,Regular
487,211,West,NV,Tea,Earl Grey,Regular
25,508,West,NV,Tea,Green Tea,Regular
50,16,West,NV,Espresso,Decaf Espresso,Decaf
79,7,West,NV,Coffee,Columbian,Regular
67,9,West,NV,Coffee,Decaf Irish Cream,Decaf
46,46,West,NV,Espresso,Caffe Latte,Regular
48,15,West,NV,Espresso,Caffe Mocha,Regular
86,42,West,OR,Herbal Tea,Chamomile,Decaf
107,45,West,OR,Herbal Tea,Lemon,Decaf
60,25,West,OR,Tea,Darjeeling,Regular
213,92,West,OR,Tea,Earl Grey,Regular
220,105,West,OR,Tea,Green Tea,Regular
362,147,West,OR,Espresso,Decaf Espresso,Decaf
137,6,West,OR,Coffee,Amaretto,Regular
165,37,West,OR,Coffee,Columbian,Regular
136,56,West,OR,Coffee,Decaf Irish Cream,Decaf
141,27,West,OR,Espresso,Caffe Latte,Regular
149,49,West,OR,Espresso,Caffe Mocha,Regular
346,180,West,WA,Herbal Tea,Chamomile,Decaf
100,50,West,WA,Herbal Tea,Lemon,Decaf
185,98,West,WA,Tea,Darjeeling,Regular
146,61,West,WA,Tea,Earl Grey,Regular
165,4,West,WA,Tea,Green Tea,Regular
117,52,West,WA,Espresso,Caffe Latte,Regular
126,18,West,WA,Espresso,Caffe Mocha,Regular
164,61,West,WA,Espresso,Decaf Espresso,Decaf
151,65,West,WA,Coffee,Columbian,Regular
234,22,West,WA,Coffee,Decaf Irish Cream,Decaf
346,140,Central,CO,Herbal Tea,Chamomile,Decaf
133,6,Central,CO,Herbal Tea,Lemon,Decaf
143,46,Central,CO,Herbal Tea,Mint,Decaf
137,24,Central,CO,Tea,Darjeeling,Regular
144,47,Central,CO,Tea,Earl Grey,Regular
104,43,Central,CO,Tea,Green Tea,Regular
211,125,Central,CO,Espresso,Caffe Mocha,Regular
192,80,Central,CO,Espresso,Decaf Espresso,Decaf
227,134,Central,CO,Coffee,Amaretto,Regular
206,102,Central,CO,Coffee,Columbian,Regular
249,150,Central,CO,Coffee,Decaf Irish Cream,Decaf
227,135,Central,IL,Herbal Tea,Chamomile,Decaf
206,104,Central,IL,Herbal Tea,Lemon,Decaf
249,151,Central,IL,Herbal Tea,Mint,Decaf
211,125,Central,IL,Tea,Darjeeling,Regular
192,79,Central,IL,Tea,Earl Grey,Regular
604,313,Central,IL,Espresso,Caffe Mocha,Regular
509,220,Central,IL,Espresso,Decaf Espresso,Decaf
391,177,Central,IL,Coffee,Columbian,Regular
285,151,Central,IL,Coffee,Decaf Irish Cream,Decaf
604,315,Central,IA,Herbal Tea,Chamomile,Decaf
285,151,Central,IA,Herbal Tea,Lemon,Decaf
509,220,Central,IA,Tea,Darjeeling,Regular
582,260,Central,IA,Tea,Earl Grey,Regular
44,13,Central,IA,Espresso,Caffe Mocha,Regular
46,47,Central,IA,Espresso,Decaf Espresso,Decaf
48,15,Central,IA,Coffee,Amaretto,Regular
67,9,Central,IA,Coffee,Columbian,Regular
58,18,Central,IA,Coffee,Decaf Irish Cream,Decaf
114,9,Central,MO,Herbal Tea,Chamomile,Decaf
113,47,Central,MO,Herbal Tea,Lemon,Decaf
91,16,Central,MO,Tea,Darjeeling,Regular
80,4,Central,MO,Tea,Earl Grey,Regular
80,6,Central,MO,Tea,Green Tea,Regular
129,70,Central,MO,Espresso,Caffe Mocha,Regular
126,67,Central,MO,Espresso,Decaf Espresso,Decaf
201,58,Central,MO,Coffee,Columbian,Regular
174,67,Central,MO,Coffee,Decaf Irish Cream,Decaf
56,22,Central,OH,Herbal Tea,Chamomile,Decaf
84,42,Central,OH,Herbal Tea,Lemon,Decaf
224,101,Central,OH,Tea,Darjeeling,Regular
228,110,Central,OH,Tea,Earl Grey,Regular
346,140,Central,OH,Espresso,Caffe Mocha,Regular
137,22,Central,OH,Espresso,Decaf Espresso,Decaf
143,47,Central,OH,Coffee,Amaretto,Regular
129,52,Central,OH,Coffee,Columbian,Regular
133,6,Central,OH,Coffee,Decaf Irish Cream,Decaf
178,93,Central,WI,Herbal Tea,Chamomile,Decaf
129,70,Central,WI,Herbal Tea,Lemon,Decaf
137,56,Central,WI,Tea,Darjeeling,Regular
160,1,Central,WI,Tea,Earl Grey,Regular
165,61,Central,WI,Espresso,Caffe Mocha,Regular
119,50,Central,WI,Espresso,Decaf Espresso,Decaf
128,19,Central,WI,Coffee,Amaretto,Regular
242,25,Central,WI,Coffee,Columbian,Regular
200,82,Central,WI,Coffee,Decaf Irish Cream,Decaf
201,58,East,CT,Herbal Tea,Lemon,Decaf
174,68,East,CT,Herbal Tea,Mint,Decaf
129,70,East,CT,Tea,Darjeeling,Regular
66,27,East,CT,Tea,Green Tea,Regular
160,0,East,CT,Espresso,Caffe Mocha,Regular
132,39,East,CT,Espresso,Decaf Espresso,Decaf
329,169,East,CT,Coffee,Columbian,Regular
119,52,East,FL,Herbal Tea,Chamomile,Decaf
128,18,East,FL,Herbal Tea,Lemon,Decaf
165,59,East,FL,Herbal Tea,Mint,Decaf
86,40,East,FL,Tea,Darjeeling,Regular
129,70,East,FL,Tea,Green Tea,Regular
228,110,East,FL,Coffee,Decaf Irish Cream,Decaf
242,25,East,FL,Espresso,Caffe Mocha,Regular
200,80,East,FL,Espresso,Decaf Espresso,Decaf
224,99,East,FL,Coffee,Columbian,Regular
137,24,East,MA,Herbal Tea,Lemon,Decaf
84,42,East,MA,Tea,Darjeeling,Regular
56,22,East,MA,Tea,Green Tea,Regular
133,6,East,MA,Espresso,Caffe Mocha,Regular
346,140,East,MA,Espresso,Regular Espresso,Regular
524,543,East,MA,Coffee,Columbian,Regular
80,4,East,NH,Herbal Tea,Lemon,Decaf
48,16,East,NH,Tea,Darjeeling,Regular
46,47,East,NH,Tea,Green Tea,Regular
114,10,East,NH,Espresso,Caffe Mocha,Regular
80,6,East,NH,Espresso,Regular Espresso,Regular
114,43,East,NH,Coffee,Amaretto,Regular
127,39,East,NH,Coffee,Columbian,Regular
547,209,East,NY,Herbal Tea,Lemon,Decaf
194,177,East,NY,Herbal Tea,Mint,Decaf
249,151,East,NY,Tea,Darjeeling,Regular
227,135,East,NY,Tea,Earl Grey,Regular
211,123,East,NY,Tea,Green Tea,Regular
67,309,East,NY,Espresso,Caffe Mocha,Regular
557,288,East,NY,Espresso,Regular Espresso,Regular
719,384,East,NY,Coffee,Columbian,Regular
117,50,South,LA,Herbal Tea,Chamomile,Decaf
201,58,South,LA,Herbal Tea,Lemon,Decaf
87,43,South,LA,Coffee,Columbian,Regular
129,70,South,LA,Coffee,Decaf Irish Cream,Decaf
160,1,South,LA,Espresso,Caffe Latte,Regular
178,93,South,LA,Espresso,Caffe Mocha,Regular
137,56,South,LA,Espresso,Decaf Espresso,Decaf
48,15,South,NM,Herbal Tea,Chamomile,Decaf
67,7,South,NM,Herbal Tea,Lemon,Decaf
127,39,South,NM,Coffee,Columbian,Regular
113,49,South,NM,Coffee,Decaf Irish Cream,Decaf
80,4,South,NM,Espresso,Caffe Latte,Regular
114,10,South,NM,Espresso,Caffe Mocha,Regular
91,16,South,NM,Espresso,Decaf Espresso,Decaf
128,19,South,OK,Herbal Tea,Chamomile,Decaf
242,25,South,OK,Herbal Tea,Lemon,Decaf
104,43,South,OK,Coffee,Columbian,Regular
84,40,South,OK,Coffee,Decaf Irish Cream,Decaf
228,110,South,OK,Espresso,Caffe Latte,Regular
56,22,South,OK,Espresso,Caffe Mocha,Regular
224,101,South,OK,Espresso,Decaf Espresso,Decaf
143,46,South,TX,Herbal Tea,Chamomile,Decaf
129,52,South,TX,Herbal Tea,Lemon,Decaf
498,246,South,TX,Coffee,Columbian,Regular
206,104,South,TX,Coffee,Decaf Irish Cream,Decaf
192,80,South,TX,Espresso,Caffe Latte,Regular
227,135,South,TX,Espresso,Caffe Mocha,Regular
211,125,South,TX,Espresso,Decaf Espresso,Decaf
114,42,West,UT,Herbal Tea,Chamomile,Decaf
127,39,West,UT,Herbal Tea,Lemon,Decaf
113,47,West,UT,Herbal Tea,Mint,Decaf
114,10,West,UT,Tea,Darjeeling,Regular
91,15,West,UT,Tea,Earl Grey,Regular
80,6,West,UT,Tea,Green Tea,Regular
117,50,West,UT,Espresso,Caffe Mocha,Regular
129,70,West,UT,Espresso,Decaf Espresso,Decaf
174,67,West,UT,Coffee,Amaretto,Regular
132,39,West,UT,Coffee,Columbian,Regular
201,56,West,UT,Coffee,Decaf Irish Cream,Decaf
126,67,West,UT,Espresso,Caffe Latte,Regular
249,150,West,CA,Herbal Tea,Chamomile,Decaf
498,245,West,CA,Herbal Tea,Lemon,Decaf
206,102,West,CA,Herbal Tea,Mint,Decaf
227,135,West,CA,Tea,Darjeeling,Regular
211,125,West,CA,Tea,Earl Grey,Regular
192,80,West,CA,Tea,Green Tea,Regular
318,40,West,CA,Espresso,Caffe Mocha,Regular
604,313,West,CA,Espresso,Decaf Espresso,Decaf
133,61,West,CA,Coffee,Amaretto,Regular
719,384,West,CA,Coffee,Columbian,Regular
135,180,West,CA,Coffee,Decaf Irish Cream,Decaf
509,221,West,CA,Espresso,Caffe Latte,Regular
318,40,West,NV,Herbal Tea,Chamomile,Decaf
391,177,West,NV,Herbal Tea,Lemon,Decaf
285,151,West,NV,Herbal Tea,Mint,Decaf
604,315,West,NV,Tea,Darjeeling,Regular
509,220,West,NV,Tea,Earl Grey,Regular
34,505,West,NV,Tea,Green Tea,Regular
46,46,West,NV,Espresso,Caffe Latte,Regular
48,15,West,NV,Espresso,Caffe Mocha,Regular
44,15,West,NV,Espresso,Decaf Espresso,Decaf
80,6,West,NV,Coffee,Columbian,Regular
67,9,West,NV,Coffee,Decaf Irish Cream,Decaf
98,49,West,OR,Herbal Tea,Chamomile,Decaf
104,43,West,OR,Herbal Tea,Lemon,Decaf
56,24,West,OR,Tea,Darjeeling,Regular
224,101,West,OR,Tea,Earl Grey,Regular
228,110,West,OR,Tea,Green Tea,Regular
137,22,West,OR,Espresso,Caffe Latte,Regular
143,47,West,OR,Espresso,Caffe Mocha,Regular
346,140,West,OR,Espresso,Decaf Espresso,Decaf
133,4,West,OR,Coffee,Amaretto,Regular
159,36,West,OR,Coffee,Columbian,Regular
129,50,West,OR,Coffee,Decaf Irish Cream,Decaf
329,171,West,WA,Herbal Tea,Chamomile,Decaf
87,43,West,WA,Herbal Tea,Lemon,Decaf
178,92,West,WA,Tea,Darjeeling,Regular
137,56,West,WA,Tea,Earl Grey,Regular
160,0,West,WA,Tea,Green Tea,Regular
119,52,West,WA,Espresso,Caffe Latte,Regular
128,18,West,WA,Espresso,Caffe Mocha,Regular
