Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Average Cost,Expenditure,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Mean Earnings,Median Earnings
North Carolina Wesleyan College,3,3,Private,Southeast,Small City,0.4676,18,863,36686,5604,5438,13514,25.52000046,51983.81,38164.5,39400,35100
University of North Carolina Wilmington,3,4,Public,Southeast,Mid-size City,0.5419,24,1154,18165,7865,7872,16500,21.12999916,75837.12,63608.5,39100,35700
William Peace University,3,3,Private,Southeast,Large City,0.9086,19,910,37712,5032,4217,14000,20.26000023,72972.81,57299,33000,31700
University of North Carolina at Pembroke,3,4,Public,Southeast,Distant Town,0.7204,20,926,15784,7001,6516,13260,23.73999977,48406.89,36289.5,31300,30500
Pfeiffer University,3,4,Private,Southeast,Distant Rural,0.9609,20,954,34515,6191,5808,16417.5,25.73999977,61397.51,49533,38000,34900
Piedmont International University,3,4,Private,Southeast,Mid-size City,0.4884,19,878,22699,3454,3006,12000,23.79999924,48164.47,39036,29400,25700
Queens University of Charlotte,3,4,Private,Southeast,Large City,0.7686,24,1058,40930,9180,4064,18812.5,25.37000084,61685.15,45248.5,41100,38100
Mid-Atlantic Christian University,3,3,Private,Southeast,Distant Town,0.4107,17,853,24257,3846,5186,12000,22.75,55766.47,47354,27400,25200
Saint Augustine's University,3,3,Private,Southeast,Large City,0.6738,15,749,31095,6544,5105,20250,21.67000008,39667.54,31823,25500,23100
Salem College,3,4,Private,Southeast,Mid-size City,0.582,25,1110,39859,7665,5969,18750,27.14999962,51051.58,40939,31300,31400
St Andrews University,3,3,Private,Southeast,Distant Town,0.6448,21,964,38467,6704,5181,9500,21.5,76330.63,60464.5,31200,31100
Warren Wilson College,3,4,Private,Southeast,Large Suburb,0.696,25,1136,41000,10902,5066,14000,20.10000038,83392.05,65481,23300,20200
Wingate University,3,4,Private,Southeast,Large Suburb,0.793,22,1013,35465,8685,7232,15750,20.63999939,76948.17,68642.5,49600,37400
Winston-Salem State University,3,4,Public,Southeast,Mid-size City,0.5565,18,889,15990,10878,7643,20499,22.97999954,42348.28,30559.5,32600,28900
Western Carolina University,3,4,Public,Southeast,Fringe Rural,0.3766,22,1034,17805,7906,7493,15000,21.27000046,64748.81,55820,34000,32200
Dickinson State University,3,3,Public,Great Plains,Remote Town,0.4868,21,965,13314,9327,6315,13000,22.34000015,53071.16,47245.5,40900,35400
University of Jamestown,3,4,Private,Great Plains,Remote Town,0.5689,23,1038,27712,6849,6234,17000,20.70999908,72381.79,68940.5,41000,36900
University of Mary,3,4,Private,Great Plains,Fringe Rural,0.8307,23,1046,22936,6616,6158,16435,23.40999985,65229.89,59522,46400,43200
Minot State University,3,4,Public,Great Plains,Remote Town,0.5662,22,1004,14549,8038,6338,12878.5,22.93000031,51835.46,43540,38100,34600
University of North Dakota,3,4,Public,Great Plains,Small City,0.737,24,1090,20538,16008,8361,16728,20.98999977,78359.31,72841.5,47800,42600
North Dakota State University-Main Campus,3,4,Public,Great Plains,Mid-size City,0.841,24,1091,18277,7707,8163,17000,20.52000046,76035.12,71695,47900,41400
Valley City State University,3,4,Public,Great Plains,Remote Town,0.829,21,967,16086,10876,5793,12000,21.64999962,60856.22,55533,36200,34000
University of Akron Main Campus,3,4,Public,Great Lakes,Mid-size City,0.9649,22,1016,21338,8567,9209,15000,22.92000008,53437.74,42489,35200,31800
Art Academy of Cincinnati,3,4,Private,Great Lakes,Large City,0.2548,22,1009,32485,27594,4533,20375,21.01000023,86345.66,73527,24200,24000
Ashland University,3,4,Private,Great Lakes,Fringe Town,0.7438,23,1043,40835,7945,6922,21500,23.05999947,71763.3,63187.5,37100,36300
Aultman College of Nursing and Health Sciences,2,2,Private,Great Lakes,Small City,1,23,1070,24311,7822,5982,17150,30.54999924,48235.8,36127,52100,55300
Baldwin Wallace University,3,4,Private,Great Lakes,Large Suburb,0.6396,24,1096,37504,10201,7418,24000,21.38999939,79087.32,74030,43700,39900
Bluffton University,3,4,Private,Great Lakes,Distant Town,0.5308,22,1027,40078,8243,5189,19450,22.04999924,71456.74,68081,36300,34900
Bowling Green State University-Main Campus,3,4,Public,Great Lakes,Fringe Town,0.7247,22,1009,22416,8529,7669,17500,20.81999969,75338.2,70038,38000,35500
Capital University,3,4,Private,Great Lakes,Large Suburb,0.7604,24,1102,42600,9026,8743,21500,22.45000076,73395.86,64146.5,42300,39800
Case Western Reserve University,3,4,Private,Great Lakes,Large City,0.4188,31,1377,55783,31974,10272,22500,21.94000053,72928.28,57740,74300,61800
Cedarville University,3,4,Private,Great Lakes,Fringe Town,0.7401,27,1195,33652,9988,6831,19500,19.62999916,90859.17,83099,39400,36000
Central State University,3,4,Public,Great Lakes,Fringe Rural,0.3328,17,825,17380,6839,6423,17411,20.56999969,34544.86,25877,23200,20500
The Christ College of Nursing and Health Sciences,2,2,Private,Great Lakes,Large City,0.525,22,1011,25338,10770,6507,18208,29.37999916,53912.61,40527,46200,47500
Cincinnati Christian University,3,4,Private,Great Lakes,Large City,0.6398,21,989,25900,6054,5323,16865,25.42000008,58787.19,52439,31200,28000
University of Cincinnati-Main Campus,3,4,Public,Great Lakes,Large City,0.7325,25,1141,25799,10476,9079,15000,23,64379.94,50863,40300,36200
Ohio Christian University,3,4,Private,Great Lakes,Distant Town,0.9711,20,939,33077,4377,1476,10035,28.5,44145.21,35443,31300,29400
Cleveland Institute of Art,3,3,Private,Great Lakes,Large City,0.6825,23,1060,50146,14879,5439,27000,20.70999908,81372.39,71264,32800,29000
Cleveland State University,3,4,Public,Great Lakes,Large City,0.6287,22,1030,22041,8213,8624,16500,24.70999908,43936.8,31001,39900,36900
Columbus College of Art and Design,3,4,Private,Great Lakes,Large City,0.8551,22,1035,39478,9500,6470,26945,20.75,75000.48,63255,32000,27300
University of Dayton,3,4,Private,Great Lakes,Mid-size City,0.5297,27,1181,46250,10823,8494,23250,19.75,122480.57,108917.5,49600,45900
Defiance College,3,4,Private,Great Lakes,Distant Town,0.716,21,964,38824,6401,5811,16000,21.65999985,70818.84,65722,37100,35200
Denison University,3,3,Private,Great Lakes,Small Suburb,0.4597,29,1285,54490,17853,8414,22000,19.40999985,120939.76,101305,47300,43100
The University of Findlay,3,4,Private,Great Lakes,Distant Town,0.6832,24,1083,38941,8412,7043,18770,21.67000008,75626.94,71474,42200,38700
Good Samaritan College of Nursing and Health Science,2,2,Private,Great Lakes,Large City,0.7222,21,970,25222,13191,6532,17000,26.30999947,60446.33,49474,45800,48300
Hiram College,3,4,Private,Great Lakes,Fringe Town,0.5736,22,1030,42672,9169,5420,21333.5,23.19000053,70702.85,63023.5,39500,35300
John Carroll University,3,4,Private,Great Lakes,Large Suburb,0.8334,25,1112,45714,9365,8098,23489.5,19.78000069,104804.16,88730,48500,45100
Kent State University at Kent,3,4,Public,Great Lakes,Large Suburb,0.8302,23,1048,23995,7675,8299,16500,22.36000061,61046.44,51560,36100,33100
Kenyon College,3,3,Private,Great Lakes,Distant Town,0.3838,30,1328,57910,19725,8924,16491,19.48999977,124272.54,110054,40400,37400
Kettering College,2,4,Private,Great Lakes,Large Suburb,0.8514,21,1002,19993,8849,6776,19000,26.36000061,61003.87,53425,54200,51200
Lake Erie College,3,4,Private,Great Lakes,Large Suburb,0.5561,21,983,39085,5191,6327,16160,22.51000023,64742.4,54053,32700,31300
Malone University,3,4,Private,Great Lakes,Small City,0.7179,23,1046,35213,6567,6277,19549,24.70999908,67635.7,63498,42200,36600
Marietta College,3,4,Private,Great Lakes,Fringe Town,0.6387,24,1105,42205,12211,6565,22353,19.90999985,82604.15,71762,45000,34000
Miami University-Oxford,3,4,Public,Great Lakes,Fringe Town,0.6676,28,1240,30858,10056,8478,16766.5,21.12000084,94869.73,81424.5,46200,40500
Mount Carmel College of Nursing,3,4,Private,Great Lakes,Large City,0.5421,22,1030,25491,5545,6657,18750,23.44000053,71213.34,63567,53900,55400
University of Mount Union,3,4,Private,Great Lakes,Fringe Town,0.712,23,1050,37502,8974,6839,23557.5,19.72999954,78986.18,74701.5,42400,39100
Mount Vernon Nazarene University,3,4,Private,Great Lakes,Distant Town,0.6349,23,1071,33321,6654,6099,21875,25.56999969,69623.18,64078,41800,37000
College of Mount St Joseph,3,4,Private,Great Lakes,Large Suburb,0.8755,22,989,31989,7201,6401,22062.5,23.04000092,70365.07,62912,39600,37500
Muskingum University,3,4,Private,Great Lakes,Distant Town,0.7596,21,983,33630,8196,7269,18751,20.75,74459.31,70305,35600,34100
Notre Dame College,3,4,Private,Great Lakes,Large Suburb,0.9024,20,943,36250,5431,4881,12750,26.62999916,59620.25,47506,40000,39400
Oberlin College,3,4,Private,Great Lakes,Fringe Town,0.3041,30,1354,59683,27620,9872,23250,19.36000061,112508.35,97279,36700,33200
Ohio Dominican University,3,4,Private,Great Lakes,Large City,0.494,22,1028,40370,5064,6712,21081.5,24.95000076,62680.61,49137.5,39100,35200
Ohio Northern University,3,4,Private,Great Lakes,Fringe Town,0.6785,26,1153,49618,12893,8551,25000,19.96999931,95686.34,89742,69500,57500
Ohio State University-Main Campus,3,4,Public,Great Lakes,Large City,0.5553,29,1289,24524,16161,11284,17000,21.04000092,75442.68,65600.5,43800,38900
Ohio University-Main Campus,3,4,Public,Great Lakes,Distant Town,0.7295,24,1104,23605,9768,8294,14457,21.93000031,73621.04,62815,38900,35800
Ohio Wesleyan University,3,3,Private,Great Lakes,Large Suburb,0.7533,25,1123,52819,13181,8057,22192,19.5,101638.12,87265,40300,36500
Otterbein University,3,4,Private,Great Lakes,Large Suburb,0.7374,24,1087,41646,9507,7287,22000,21.12000084,82698.54,75737,39600,37100
Franciscan University of Steubenville,3,4,Private,Great Lakes,Small City,0.7607,26,1163,32761,7014,7306,20500,20.54000092,94321.98,82655.5,35700,33100
Tiffin University,3,4,Private,Great Lakes,Distant Town,0.3856,21,969,34771,2238,6822,12033,23.93000031,64758.72,56315,37100,34000
University of Toledo,3,4,Public,Great Lakes,Large City,0.9073,22,1031,21263,12173,8426,14500,21.43000031,65254.02,57163,43600,37600
Ursuline College,3,4,Private,Great Lakes,Large Suburb,0.5782,22,1018,35976,10964,5748,26334,25.95000076,52554.85,39096,43900,42400
Walsh University,3,4,Private,Great Lakes,Large Suburb,0.7713,23,1047,34994,7309,5876,21500,22.19000053,73940.26,67420,41600,39600
Wilmington College,3,4,Private,Great Lakes,Fringe Rural,0.4603,22,1006,39415,6005,5915,21576,22.18000031,68059.17,61722,36300,35000
Wittenberg University,3,3,Private,Great Lakes,Small City,0.8932,24,1119,50728,11044,7093,21758,20.17000008,102244.08,89184,40100,37000
The College of Wooster,3,3,Private,Great Lakes,Distant Town,0.5633,28,1231,51300,13868,8007,20490,19.36000061,99900.84,88881.5,43600,39900
Xavier University,3,4,Private,Great Lakes,Large City,0.6997,25,1132,45080,10197,8089,24000,21.62000084,100738.63,88138,48400,43700
Bacone College,3,3,Private,Southwest,Distant Town,0.7182,17,836,26400,3605,4754,9500,24.75,38304.98,28570,32500,28300
Oklahoma Wesleyan University,3,4,Private,Southwest,Distant Town,0.4934,21,981,32241,6127,5309,16664,29.70999908,61956.88,53772,49900,46700
University of Central Oklahoma,3,4,Public,Southwest,Large Suburb,0.8398,22,1030,16684,6560,6382,12500,22.65999985,49363.75,36756.5,39600,35500
East Central University,3,4,Public,Southwest,Remote Town,0.9814,21,969,13735,7061,5225,12449,24.18000031,37633.71,27762,36000,33100
Hillsdale Free Will Baptist College,3,4,Private,Southwest,Large Suburb,0.4331,19,899,23637,3755,2709,10125,22.10000038,45723.57,37236,34200,30200
Northeastern State University,3,4,Public,Southwest,Remote Town,0.7337,21,970,13296,7338,5721,12500,24.20000076,38778.6,28559,35600,33000
Northwestern Oklahoma State University,3,4,Public,Southwest,Remote Town,0.598,20,930,13065,6634,5246,7500,23.82999992,42897.39,33698,35500,33200
Oklahoma Christian University,3,4,Private,Southwest,Large City,0.6321,25,1124,29359,8096,6581,15331,20.10000038,78247.94,70327,36400,33200
Oklahoma Panhandle State University,3,3,Public,Southwest,Distant Rural,0.4767,19,890,15439,5257,4967,9375,22.62000084,42766.16,33556,35300,32300
Oklahoma State University-Main Campus,3,4,Public,Southwest,Distant Town,0.7602,25,1138,21338,8346,8254,14750.5,21.39999962,67548.85,52462,46000,39800
Oklahoma Baptist University,3,4,Private,Southwest,Distant Town,0.5646,24,1098,31759,6372,6090,12000,20.61000061,67085.53,58859,35900,34100
Oklahoma City University,3,4,Private,Southwest,Large City,0.7198,26,1163,41431,12581,7055,19749,24.01000023,66323.91,52723,44400,37000
University of Oklahoma-Norman Campus,3,4,Public,Southwest,Mid-size Suburb,0.8044,26,1176,23263,11985,9273,15750,22.03000069,66684.98,49891,51800,43300
Oral Roberts University,3,4,Private,Southwest,Large City,0.4354,23,1037,35070,7486,6551,22500,21.82999992,66075.88,53889,36100,32200
Rogers State University,3,3,Public,Southwest,Fringe Town,0.5445,20,950,17213,5098,5534,8250,24.84000015,38422.73,29974,33400,30500
University of Science and Arts of Oklahoma,3,3,Public,Southwest,Distant Town,0.6246,21,990,15440,6819,5379,11296.5,22.57999992,45306.55,36561,32200,29100
Southeastern Oklahoma State University,3,4,Public,Southwest,Distant Town,0.7992,20,950,14050,6685,6679,9860,23.76000023,38375.95,28378,35600,32200
Southwestern Christian University,3,4,Private,Southwest,Large Suburb,0.884,20,963,22983,5930,4314,10877,24.14999962,41080.09,36041,24900,22800
Southwestern Oklahoma State University,3,4,Public,Southwest,Remote Town,0.9026,21,990,16660,7391,6233,10500,22.55999947,45688.93,35512,44100,35200
University of Tulsa,3,4,Private,Southwest,Large City,0.4059,29,1279,46560,16047,9672,20500,21.12000084,79960.34,64324,50700,41400
Concordia University-Portland,3,4,Private,Far West,Large City,0.5592,21,993,35963,3210,7401,17500,24.81999969,64443.3,53453,43600,38800
George Fox University,3,4,Private,Far West,Fringe Town,0.7528,23,1070,41836,8922,6742,18750,22.75,78838.13,66182,43500,38300
Lewis & Clark College,3,4,Private,Far West,Large City,0.6285,29,1279,53455,14496,9221,19115,20.96999931,83576.98,67573,42500,37600
Linfield College-McMinnville Campus,3,3,Private,Far West,Distant Town,0.9219,24,1090,45708,13664,7064,22697,23.78000069,79097.27,65697,50200,47900
Multnomah University,3,4,Private,Far West,Large City,0.538,23,1104,33878,5444,5433,20075,22.65999985,56167.68,46586,30400,28800
Northwest Christian University,3,4,Private,Far West,Mid-size City,0.7044,21,974,34807,4480,5040,17587.5,27.12000084,57021.76,49421,41000,36100
Oregon Institute of Technology,3,4,Public,Far West,Remote Town,0.7135,23,1025,18801,9094,6667,18333.5,24.70999908,49667.8,38541,49800,48100
Oregon State University,3,4,Public,Far West,Small City,0.7894,24,1102,22974,10145,8692,16846,21.57999992,66705.26,54955,46400,41600
University of Oregon,3,4,Public,Far West,Mid-size City,0.7417,25,1108,22390,11641,8828,18309,21.72999954,71151.8,54318,42200,38000
Pacific University,3,4,Private,Far West,Large Suburb,0.8619,24,1102,47922,11413,7478,20758.5,21.01000023,73104.75,66418,40000,37200
Reed College,3,4,Private,Far West,Large City,0.4853,31,1371,57701,20261,10092,15500,19.69000053,90869.88,69123.5,36000,28400
Corban University,3,4,Private,Far West,Mid-size City,0.3225,23,1067,38834,6654,5463,19500,22.97999954,69572.67,65500.5,36700,32500
Willamette University,3,4,Private,Far West,Mid-size City,0.5784,27,1198,52665,14645,9341,19538.5,19.80999947,97165.98,82978,44400,41300
Albright College,3,4,Private,Mid-Atlantic,Small City,0.6231,23,1033,46170,9620,6340,24562.5,23.62999916,75540.42,66577.5,44900,41700
Allegheny College,3,3,Private,Mid-Atlantic,Distant Town,0.6487,26,1182,50044,12490,8108,27000,19.40999985,95883.88,85933,46000,42200
DeSales University,3,4,Private,Mid-Atlantic,Fringe Rural,0.758,24,1069,45331,8232,6520,19500,22.80999947,85347.7,77146,46100,43600
Alvernia University,3,4,Private,Mid-Atlantic,Small City,0.7762,20,976,39999,6251,6152,22500,25.30999947,64848.34,53135,41200,40400
Baptist Bible College & Seminary of Pennsylvania,3,4,Private,Mid-Atlantic,Large Suburb,0.8576,22,1016,28001,5440,5764,13000,20.07999992,61310.77,55589.5,30700,29400
Arcadia University,3,4,Private,Mid-Atlantic,Large Suburb,0.5969,25,1095,48907,8548,7962,22000,20.35000038,83924.41,76319,41100,38100
Bloomsburg University of Pennsylvania,3,4,Public,Mid-Atlantic,Small City,0.8856,21,990,21732,8108,8655,18750,20.23999977,77200.99,72266.5,41700,39500
Bryn Mawr College,3,4,Private,Mid-Atlantic,Large Suburb,0.3992,30,1334,57586,30846,9775,22650,20.48999977,91611.46,70896,48200,46800
Bucknell University,3,4,Private,Mid-Atlantic,Distant Town,0.2951,30,1306,59090,19054,10168,25000,19.42000008,121378.65,102976,62200,54800
Cabrini College,3,4,Private,Mid-Atlantic,Large Suburb,0.7428,20,896,43541,7095,7005,14875,20.44000053,96777.59,91613,41700,38600
California University of Pennsylvania,3,4,Public,Mid-Atlantic,Small Suburb,0.9269,19,964,23081,6990,9416,19168,21.72999954,66158.08,60595,37600,35200
Carlow University,3,4,Private,Mid-Atlantic,Large City,0.9522,20,946,35640,7197,6870,21500,25.06999969,57010.98,47364,39200,35500
Carnegie Mellon University,3,4,Private,Mid-Atlantic,Large City,0.2549,32,1432,59710,24821,11055,23000,19.82999992,103727.25,90107.5,90200,72200
Cedar Crest College,3,4,Private,Mid-Atlantic,Mid-size City,0.588,21,948,41240,9593,7031,23250,24.94000053,63707.67,53743.5,44900,42500
Chestnut Hill College,3,4,Private,Mid-Atlantic,Large City,0.5785,21,960,42663,7120,6218,23500,25.34000015,60225.69,44204,40300,39200
Delaware Valley College,3,4,Private,Mid-Atlantic,Large Suburb,0.6834,22,1005,44778,8110,7140,19500,20.68000031,86198.23,79773,37500,35800
Dickinson College,3,3,Private,Mid-Atlantic,Small City,0.4444,29,1285,58149,17811,8726,19545,19.36000061,119315.61,100478,53500,48700
Drexel University,3,4,Private,Mid-Atlantic,Large City,0.815,27,1197,53831,13309,10246,17027.5,22.21999931,84469.63,69348,64000,58400
Duquesne University,3,4,Private,Mid-Atlantic,Large City,0.7409,25,1122,42280,10729,8863,25500,20.95999908,90458.69,81511,59700,51600
East Stroudsburg University of Pennsylvania,3,4,Public,Mid-Atlantic,Small City,0.7844,20,946,20282,7595,9215,16750,20.85000038,81363.98,76873.5,40000,38100
Eastern University,3,4,Private,Mid-Atlantic,Large Suburb,0.6409,21,1041,39764,7909,6289,20927,24.75,76532.53,70417,43500,37900
Edinboro University of Pennsylvania,3,4,Public,Mid-Atlantic,Fringe Town,0.8735,20,930,19886,8518,8925,18750,21.95000076,58219.63,51587,33600,30900
Elizabethtown College,3,4,Private,Mid-Atlantic,Large Suburb,0.6957,25,1117,47390,13704,8137,23872.5,21.25,97288.84,90303,45800,44400
Gannon University,3,4,Private,Mid-Atlantic,Mid-size City,0.8042,23,1050,37572,7572,7326,22068,20.63999939,72631.28,68879,48000,43100
Geneva College,3,4,Private,Mid-Atlantic,Large Suburb,0.6802,23,1070,34818,7872,6808,20593,25.30999947,67412.84,60823.5,41300,36300
Gettysburg College,3,3,Private,Mid-Atlantic,Small City,0.4163,28,1282,55770,15043,9257,19957,19.34000015,131825.39,107490,51400,46200
Gwynedd Mercy University,3,4,Private,Mid-Atlantic,Large Suburb,0.6591,19,944,39051,7436,7046,20250,26.02000046,79474.28,70168,50200,48600
Haverford College,3,3,Private,Mid-Atlantic,Large Suburb,0.2349,32,1400,59654,27567,10341,13399,19.31999969,108246.15,89312.5,54200,46000
Holy Family University,3,4,Private,Mid-Atlantic,Large City,0.7585,19,933,31949,8855,6991,22498.5,23.85000038,66036.94,58483.5,47800,46800
Immaculata University,3,4,Private,Mid-Atlantic,Large Suburb,0.7964,20,943,45011,4936,5130,22000,26.77000046,72962.38,62480,50500,47000
Indiana University of Pennsylvania-Main Campus,3,4,Public,Mid-Atlantic,Distant Town,0.9049,20,973,22936,8479,9088,20500,20.34000015,70406.75,63430,37500,35300
Johnson College,2,2,Private,Mid-Atlantic,Small City,0.329,20,1018,23767,5851,5786,12000,21.89999962,56312.05,48545,37100,34400
Keystone College,3,4,Private,Mid-Atlantic,Large Suburb,0.7205,19,901,31012,5705,6328,16836,22.22999954,53936.18,45833,31000,28500
Kutztown University of Pennsylvania,3,4,Public,Mid-Atlantic,Fringe Town,0.8179,20,959,23130,8268,8599,18750,20.36000061,79126.45,74351,37800,36600
La Roche College,3,4,Private,Mid-Atlantic,Large Suburb,0.5565,21,931,35493,5901,5789,18750,22.07999992,67680.38,62381,40000,37000
La Salle University,3,4,Private,Mid-Atlantic,Large City,0.8021,22,996,47134,9385,9266,20616.5,22.48999977,83518.91,71045.5,51100,49400
Lafayette College,3,3,Private,Mid-Atlantic,Large Suburb,0.3414,29,1283,57688,20383,10996,21648,19.31999969,122599.26,107123,69500,62400
Lancaster Bible College,3,4,Private,Mid-Atlantic,Large Suburb,0.5813,19,982,27372,8105,5605,12000,22.45000076,66006.2,60888,29900,28400
Lebanon Valley College,3,4,Private,Mid-Atlantic,Small Suburb,0.6686,25,1112,46169,9979,7793,24500,19.96999931,92767.68,88001.5,42700,41000
Lehigh University,3,4,Private,Mid-Atlantic,Small City,0.3084,30,1322,55441,19955,12344,22500,19.32999992,125770.36,102543,77100,68600
Lincoln University of Pennsylvania,3,4,Public,Mid-Atlantic,Large Suburb,0.6133,18,853,22497,8889,8170,24376,21.92000008,44650.53,35974,32400,30900
Lock Haven University,3,4,Public,Mid-Atlantic,Distant Town,0.8777,20,937,19145,7365,9142,18162,20.70999908,66735.94,61119,38500,36700
Lycoming College,3,3,Private,Mid-Atlantic,Small City,0.7162,24,1047,44256,8056,7080,27000,19.70999908,84603.86,75474,42700,40600
Manor College,2,2,Private,Mid-Atlantic,Large Suburb,0.455,15,830,23119,5555,4828,12000,24.47999954,56582.04,43347,37500,34800
Mansfield University of Pennsylvania,3,4,Public,Mid-Atlantic,Distant Town,0.9229,21,964,21432,9280,9064,19000,21.38999939,60395.19,53497,36400,34600
Mercyhurst University,3,4,Private,Mid-Atlantic,Mid-size City,0.7536,24,1064,42367,11645,5387,16000,22.29000092,76674.92,66871,39500,36100
Messiah College,3,4,Private,Mid-Atlantic,Large Suburb,0.659,26,1154,41341,10251,7958,23000,19.54999924,99220.26,91486,42400,38000
Millersville University of Pennsylvania,3,4,Public,Mid-Atlantic,Large Suburb,0.7186,22,1014,21756,7862,9485,18500,20.62999916,79131.92,73644,39700,39400
Misericordia University,3,4,Private,Mid-Atlantic,Large Suburb,0.6489,23,1057,38504,7162,7112,22212.5,23.22999954,70680.66,66143,48700,47000
Moore College of Art and Design,3,4,Private,Mid-Atlantic,Large City,0.5632,24,982,47675,10517,5557,26991,21.29999924,79840.06,67507,33600,29400
Mount Aloysius College,2,4,Private,Mid-Atlantic,Fringe Town,0.6876,20,915,30884,5798,6238,15111.5,24.86000061,48806.44,42148,37600,35200
Muhlenberg College,3,3,Private,Mid-Atlantic,Mid-size City,0.4616,28,1246,53637,14525,8429,24187,20.62999916,125281.36,110473,51700,49100
Neumann University,3,4,Private,Mid-Atlantic,Large Suburb,0.5531,18,861,37314,5192,6649,20000,21.70000076,79974.68,72393.5,40300,36400
Pennsylvania State University-Penn State Erie-Behrend College,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.8408,22,1052,27759,5530,8612,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State New Kensington,3,3,Public,Mid-Atlantic,Fringe Rural,0.7379,22,991,20315,5981,8030,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Shenango,3,3,Public,Mid-Atlantic,Large Suburb,0.6943,19,889,21867,5903,7240,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Wilkes-Barre,3,3,Public,Mid-Atlantic,Fringe Rural,0.8199,21,995,20301,5105,7668,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Worthington Scranton,3,3,Public,Mid-Atlantic,Large Suburb,0.8186,21,941,20183,5694,7762,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Lehigh Valley,3,4,Public,Mid-Atlantic,Large Suburb,0.8548,24,1004,19456,4653,6504,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Altoona,3,3,Public,Mid-Atlantic,Small City,0.8519,21,990,27591,4661,7264,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Beaver,3,3,Public,Mid-Atlantic,Large Suburb,0.8731,20,955,22942,5449,7453,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Berks,3,4,Public,Mid-Atlantic,Large Suburb,0.8307,22,988,25931,4619,7806,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Harrisburg,3,4,Public,Mid-Atlantic,Large Suburb,0.7994,23,1027,26651,6170,9042,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Brandywine,3,3,Public,Mid-Atlantic,Large Suburb,0.7905,20,968,19297,4409,7519,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Dubois,2,3,Public,Mid-Atlantic,Remote Town,0.8793,21,951,21299,6633,7294,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Fayette- Eberly,2,3,Public,Mid-Atlantic,Fringe Rural,0.8918,20,940,19753,5116,7426,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Hazleton,2,3,Public,Mid-Atlantic,Small Suburb,0.8634,22,948,25745,5190,7721,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Main Campus,3,4,Public,Mid-Atlantic,Small City,0.542,27,1199,31625,18073,9902,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Greater Allegheny,3,3,Public,Mid-Atlantic,Large Suburb,0.7983,21,957,24415,6204,7391,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Mont Alto,2,3,Public,Mid-Atlantic,Fringe Town,0.8271,22,960,25553,5313,7251,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Abington,3,4,Public,Mid-Atlantic,Large Suburb,0.7774,21,942,19611,3915,7591,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State Schuylkill,3,3,Public,Mid-Atlantic,Distant Town,0.811,20,850,24227,5779,7728,21500,20.87999916,81964.64,70439.5,48100,43400
Pennsylvania State University-Penn State York,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.845,23,984,19761,5750,7670,21500,20.87999916,81964.64,70439.5,48100,43400
University of Pennsylvania,3,4,Private,Mid-Atlantic,Large City,0.1224,32,1442,59600,52081,15460,19500,22.21999931,87200.75,62169,106600,73200
Philadelphia University,3,4,Private,Mid-Atlantic,Large City,0.6408,23,1062,46451,9410,7818,24750,20.47999954,91766.66,81316.5,44700,43600
The University of the Arts,3,4,Private,Mid-Atlantic,Large City,0.7539,22,1010,52401,12248,6980,25394,19.88999939,93270.02,81397,29700,26600
Cairn University-Langhorne,3,4,Private,Mid-Atlantic,Large Suburb,0.5131,22,1008,32509,6906,5653,21540,23.39999962,66426.59,61586.5,33600,30700
University of the Sciences,3,4,Private,Mid-Atlantic,Large City,0.5635,25,1165,49327,12508,8000,27000,19.69000053,90253.37,82840.5,88000,94000
University of Pittsburgh-Bradford,3,3,Public,Mid-Atlantic,Remote Town,0.8532,21,973,23732,8308,7007,22000,20.93000031,79347.41,71893,51000,45600
University of Pittsburgh-Greensburg,3,3,Public,Mid-Atlantic,Large Suburb,0.9311,22,1017,23343,5416,6552,22000,20.93000031,79347.41,71893,51000,45600
